date, pm25, pm10, o3, no2
2018-02-21, , ,60,27
2018-02-22, , ,76,25
2018-02-23, , ,87,29
2018-02-24, , ,85,21
2018-02-25, , ,96,17
2018-02-26, , ,77,20
2018-02-27, , ,61,21
2018-02-28, , ,88,27
2018-03-01, , ,114,23
2018-03-02, , ,77,16
2018-03-03, , ,65,22
2018-03-04, , ,67,15
2018-03-05, , ,80,35
2018-03-06, , ,70,23
2018-03-07, , ,75,23
2018-03-08, , ,62,27
2018-03-09, , ,5,33
2018-03-10, , ,32, 
2018-03-13, , ,57,17
2018-03-14, , ,54,25
2018-03-15, , ,73,31
2018-03-16, , ,59,22
2018-03-17, , ,57,21
2018-03-18, , ,56,15
2018-03-19, , ,67,12
2018-03-20, , ,77,23
2018-03-21, , ,94,23
2018-03-22, , ,84,21
2018-03-23, , ,62,24
2018-03-24, , ,50,16
2018-03-25, , ,38,18
2018-03-26, , ,73,18
2018-03-27, , ,79,16
2018-03-28, , ,69,11
2018-03-29, , ,51,11
2018-03-30, , ,59,12
2018-03-31, , ,60,12
2018-04-01, , ,55,11
2017-10-02, , ,28,18
2017-10-03, , ,24,18
2017-10-04, , ,25,14
2017-10-05, , ,12,14
2017-10-06, , ,25,15
2017-10-07, , ,30,15
2017-10-08, , ,59,15
2017-10-09, , ,60,22
2017-10-10, , ,73,16
2017-10-11, , ,25,18
2017-10-12, , ,26,22
2017-10-13, , ,20,18
2017-10-14, , ,31,16
2017-10-15, , ,68,13
2017-10-16, , ,62,17
2017-10-17, , ,23,20
2017-10-18, , ,32,24
2017-10-19, , ,59,26
2017-10-20, , ,65,27
2017-10-21, , ,71,27
2017-10-22, , ,78,16
2017-10-23, , ,43,20
2017-10-24, , ,27,17
2017-10-25, , ,16,18
2017-10-26, , ,44,36
2017-10-27, , ,93,33
2017-10-28, , ,68,22
2017-10-29, , ,71,20
2017-10-30, , ,82,24
2017-10-31, , ,86,23
2017-11-01, , ,86,53
2017-11-02, , ,4,20
2017-11-03, , ,64,21
2017-11-04, , ,43,23
2017-11-05, , ,39,22
2017-11-06, , ,71,34
2017-11-07, , ,66,28
2017-11-08, , ,41,33
2017-11-09, , ,50,31
2017-11-10, , ,64,28
2017-11-11, , ,55,22
2017-11-12, , ,70,19
2017-11-13, , ,48,15
2017-11-14, , ,33,16
2017-11-15, , ,36,27
2017-11-16, , ,42,29
2017-11-17, , ,38,36
2017-11-18, , ,47,27
2017-11-19, , ,39,14
2017-11-20, , ,37,24
2017-11-21, , ,54,27
2017-11-22, , ,18,22
2017-11-23, , ,43,28
2017-11-24, , ,50,45
2017-11-25, , ,73,41
2017-11-26, , ,67,23
2017-11-27, , ,41,31
2017-11-28, , ,37,39
2017-11-29, , ,66,33
