date, pm25, pm10, o3, no2
2017-05-07,103,44,74,22
2017-05-08,79,60,72,23
2017-05-09,116,52,78,25
2017-05-10,113,61,73,24
2017-05-11,117,52,68,22
2017-05-12,99,43,65,18
2017-05-13,91,39,62,24
2017-05-14,76,40,65,17
2017-05-15,89,48,77,24
2017-05-16,90,61,84,24
2017-05-17,106,70,84,26
2017-05-18,124,63,89,24
2017-05-19,117,56,91,24
2017-05-20,102,74,89,27
2017-05-21,135,53,67,16
2017-05-22,120,59,29,30
2017-05-23,129, , , 
2017-06-16,53,37,52,17
2017-06-17,67,33,49,16
2017-06-18,55,32,64,14
2017-06-19,54,30,38,13
2017-06-20,37,38,34,12
2017-06-21,50,36,45,14
2017-06-22,59,53,59,20
2017-06-23,75,55,50,23
2017-06-24,70,42,40,15
2017-06-25,67,19,37,11
2017-06-26,47,18,33,15
2017-06-27,47,36,36,21
2017-06-28,89,33,41,26
2017-06-29,79,36,35,31
2017-06-30,84,25,33,18
2017-07-01,59,24,36,19
2017-01-03,86,65,53,35
2017-01-04,108,60,38,31
2017-01-05,83,93,52,36
2017-01-06,138,145,64,39
2017-01-07,157,108,54,31
2017-01-08,157, ,32,24
2017-03-07,80,60,50,21
2017-03-08,73,36,46,15
2017-03-09,66,36,43,22
2017-03-10,69,49,50,27
2017-03-11,96,45,68,28
2017-03-12,96,37,36,15
2017-03-13,80,29,42,17
2017-03-14,66,26,44,19
2017-03-15,52,34,34,25
2017-03-16,73,36,47,28
2017-03-17,67,43,47,21
2017-03-18,73,45,42,22
2017-03-19,75,35,43,14
2017-03-20,70,37,46,16
2017-03-21,69,48,42,24
2017-03-22,64,56,41,25
2017-03-23,62,64,53,30
2017-03-24,86,81,69,30
2017-03-25,128,48,54,20
2017-03-26,85,42,69,23
2017-03-27,78,47,15,29
2017-03-28,90,60,66,31
2017-03-29,98, , , 
2017-03-31,78,77,49,29
2017-04-01,103,40,28,23
2016-10-29,48,24,33,13
2016-10-30,42,23,33,13
2016-10-31,43,28,29,19
2016-11-01,45,41,38,22
2016-11-02,70,43,35,20
2016-11-03,79,33,22,16
2016-11-04,57,21,20,12
2016-11-05,30,15,8,14
2016-11-06,30,30,38,16
2016-11-07,60,36,36,18
2016-11-08,59,38,33,18
2016-11-09,71,18,11,20
2016-11-10,48,29,17,21
2016-11-11,71,43,16,23
2016-11-12,87,21,22,19
2016-11-13,51,35,33,19
2016-11-14,79,41,34,21
2016-11-15,86,38,26,20
2016-11-16,81,28,14,23
2016-11-17,63,49,38,30
2016-11-18,103,49,36,19
2016-11-19,94,20,22,12
2016-11-20,47,13,26, 
2016-11-21,24,31,37, 
2016-11-22,63,42,45, 
2016-11-23,75,50,37, 
2016-11-24,82,41,37, 
2016-11-25,74,52,30, 
2016-11-26,96,34,29, 
2016-11-27,57,50,51, 
2016-11-28,104,56,46, 
